Structure,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
45,168.1715867,124.74001,51.69337333,35.79544278,139.2172022,98.90917279,0.381588899,-3.305351069
46,174.44929,122.71534,52.99675667,39.49108908,139.95999,108.2883889,0.371048399,-3.326175481
47,179.8635267,120.50618,54.41825333,42.57034352,140.2919622,115.9799988,0.362215914,-3.333696096
48,175.6979167,121.0983067,53.59418333,40.79326484,139.2981767,111.4959833,0.366597939,-3.317826416
49,167.0814733,126.6188733,51.64755667,34.47547965,140.1064067,95.58625062,0.386293267,-3.332376345
50,171.4834867,123.3384867,51.29199,37.32723834,139.38682,102.8048082,0.377074929,-3.306469397
51,177.3502333,121.2441033,54.83350667,41.87244767,139.9461467,114.2251368,0.363965366,-3.329518808
52,178.2688533,120.2649967,55.78255333,42.79896106,139.5996156,116.492032,0.36092126,-3.320812156
53,170.5395033,124.4140567,52.83890333,36.755303,139.7892056,101.3804601,0.379126981,-3.311280072
54,171.5554133,121.71556,49.44686667,37.4651935,138.3288444,103.0886823,0.375792738,-3.287545189
55,170.85017,123.6652333,46.8205,35.5230798,139.3935456,98.22531923,0.382556352,-3.299065981
56,176.8610133,120.9032333,46.68679667,37.87757383,139.5558267,104.2051047,0.37555147,-3.298710011
57,173.92991,122.3133533,50.89351333,38.67913435,139.5188722,106.2214027,0.373109875,-3.293861491
59,168.6154867,124.1084833,50.56890667,36.15685824,138.9441511,99.81263271,0.380272479,-3.29501895
60,174.8430633,120.7759,51.24105667,39.54054287,138.7982878,108.3342863,0.369913998,-3.291431798
61,168.8655333,123.62767,47.15506667,34.15657884,138.7069578,94.69671655,0.386214893,-3.283248639
63,171.6229367,121.7882533,49.4539,37.46625037,138.3998144,103.0957273,0.375847946,-3.287539274
64,169.1113433,125.0006733,46.91697667,34.62572858,139.70423,95.95010025,0.38553186,-3.294898655
65,173.8827033,122.27054,50.89137333,38.67649336,139.4745944,106.2119113,0.373080934,-3.293858197
66,168.5125233,122.6143,46.88331,35.17717334,137.9137078,97.26208526,0.382460215,-3.286548493
67,171.9787233,123.64894,46.38017667,35.57101484,139.7588678,98.36763137,0.382693632,-3.297015786
68,169.3385667,122.8078033,51.38796667,37.29699509,138.3180578,102.663375,0.376295527,-3.295979611
70,171.3914833,122.46324,45.54944667,35.45301864,138.7726544,98.01246054,0.382286534,-3.244987321
71,170.24601,123.4843133,47.38218,35.18989222,139.0715456,97.3580313,0.383323807,-3.265785506
72,162.7861,126.74407,46.15856667,30.12063582,138.75808,84.2647091,0.398787024,-3.262740223
73,170.7898133,122.07683,44.32924667,34.83217133,138.3144911,96.4039449,0.383834846,-3.247141741
74,174.4612067,120.34629,47.72574333,37.91290754,138.3845956,104.2209944,0.374479051,-3.255880675
75,171.9498633,123.06669,44.18299,34.81206346,139.3610811,96.40864134,0.38470162,-3.261014958
76,169.0058967,122.0137567,45.81609333,34.95314347,137.6778033,96.67800914,0.382965873,-3.257937761
77,170.2838133,123.0999833,47.31823333,35.50403637,138.8279267,98.14549023,0.382173694,-3.26318676
78,168.7170533,123.4386533,47.58574667,35.27481519,138.5314533,97.54502005,0.382643956,-3.257791863
79,164.2409567,126.79301,46.89855333,30.81448969,139.2756589,86.094082,0.396974003,-3.268354034
80,170.7480433,121.72055,45.58639667,35.42376293,138.0630478,97.89846656,0.38181913,-3.256668884
81,166.3952233,124.0514,45.45826,32.98636858,138.1660078,91.66432273,0.38942731,-3.256930799
82,163.12694,123.6490067,47.55307667,32.55264013,136.8083178,90.48143296,0.389771038,-3.262164551
83,166.28615,123.9406667,45.45669667,32.98600804,138.0558278,91.65800245,0.389346694,-3.256943214
84,171.23328,122.7602167,43.90914667,34.54731058,138.9179044,95.70809199,0.385174278,-3.235529053
85,171.87285,122.5233633,43.02961667,34.38710882,138.9731922,95.30099585,0.385708178,-3.233154137
86,169.2281833,122.1154967,44.63348,34.49543739,137.8197256,95.51718877,0.384490182,-3.231260251
87,165.0031467,124.5648467,43.14143667,31.77726295,138.04428,88.53808019,0.393104251,-3.236941483
89,168.45328,124.4068733,44.74135,33.58399543,139.0890089,93.24694786,0.388264658,-3.237193448
90,167.80684,124.5414,43.18157667,32.53326794,138.9632133,90.53465313,0.391416523,-3.239077932
91,169.8135933,123.4809633,42.02572333,33.06697361,138.9251733,91.90887023,0.389738161,-3.241710639
92,164.86231,122.8867367,43.33778667,32.25410727,136.8785944,89.71546349,0.390760295,-3.229106166
93,168.7546933,122.5488467,44.81197667,34.34108728,137.9507956,95.12950383,0.385068316,-3.234285351
94,165.1510433,124.2592033,45.71398,32.78873261,137.8898167,91.14199838,0.389837165,-3.232749096
96,166.27313,123.8878633,40.83611667,31.36215463,138.0162856,87.46167432,0.394382423,-3.200845511
97,166.5166633,124.1859833,42.09294,31.8988822,138.29621,88.86428004,0.392905862,-3.208222574
98,164.2398067,125.3910033,41.64343667,30.5947345,138.3406044,85.48256737,0.397014368,-3.204955804
99,164.3924067,125.2306667,44.01595667,31.47076732,138.28458,87.75520037,0.394233567,-3.204935559
100,164.4103233,125.2317933,44.01672,31.47703135,138.2913033,87.7717365,0.39421878,-3.204949173
101,165.85549,124.8233333,39.37188,30.26132581,138.5007189,84.62097031,0.398170239,-3.201946148
102,167.54214,123.7990667,43.05039333,32.76474204,138.3800911,91.10389591,0.390273358,-3.200259945
103,164.0289867,125.7836867,43.91805667,31.17393781,138.53212,86.99621581,0.395335686,-3.20573325
106,166.18107,124.6240767,41.99840667,31.62214362,138.4764078,88.15606127,0.393897617,-3.168555625
107,163.3047133,126.1457433,38.85058667,28.85565839,138.5320667,80.94668804,0.402613777,-3.173791699
109,164.6575867,125.54987,41.66744667,30.72460461,138.5857756,85.83088305,0.396777666,-3.175467546
110,165.74043,124.95207,38.43860333,29.79344045,138.54819,83.40205451,0.399671425,-3.172001033
111,162.46867,126.6074033,39.55275667,28.71333891,138.5611589,80.57434344,0.403082095,-3.171650167
112,164.57685,125.3768833,41.72753,30.81055955,138.4435389,86.04833658,0.396409832,-3.167309058
113,165.9060967,125.1101167,38.43873667,29.79490098,138.7087767,83.41232891,0.399775233,-3.172005254
114,165.4503233,125.8623567,40.73879667,30.23428251,139.0583456,84.57348141,0.398635496,-3.139962167
116,165.0312,125.17669,42.48338333,31.33290189,138.4615267,87.40560749,0.394789538,-3.135004833
117,165.44384,125.8601667,40.73743333,30.23222915,139.0547244,84.56797693,0.398639454,-3.139962171
119,161.6797667,128.1596333,37.18622667,26.88955892,139.3330111,75.79297265,0.40933834,-3.107095221
120,161.6419467,128.1238367,37.18715,26.88882822,139.29654,75.78983818,0.409318353,-3.107095192
1,220.93905,148.4506233,87.92637,61.53344146,172.6134322,164.9945112,0.340689772,-4.151272172
2,238.43954,149.4564567,93.20231667,69.17937991,179.1174844,183.866901,0.328914058,-4.426442346
3,238.48654,149.84371,94.67993333,69.74038457,179.39132,185.2191477,0.327918887,-4.431783454
4,237.0287333,150.5054367,91.75421,67.53773474,179.3465356,180.0165251,0.332710712,-4.429223179
5,239.18561,150.0318633,93.99029333,69.65387079,179.7497789,185.0580018,0.32841147,-4.433642412
6,235.8534133,150.4563267,91.1899,67.21884006,178.9220222,179.213712,0.333061623,-4.419222388
7,239.8914733,149.15902,94.3348,70.25761849,179.4031711,186.4356348,0.326800131,-4.429199999
8,238.9438833,150.4633833,94.10318667,69.26693522,179.9568833,184.1711277,0.32943032,-4.431920476
9,241.1605133,149.0117167,95.92508,71.43334707,179.7279822,189.2300516,0.324521805,-4.430177813
10,237.6567367,150.0446167,93.43317,68.57336361,179.2486567,182.4536076,0.330353347,-4.430328853
11,238.97694,150.4970433,94.10644333,69.26836819,179.9903422,184.1783979,0.329455296,-4.431913073
12,236.8080333,149.73795,93.43434667,68.72386508,178.7613111,182.752213,0.329612448,-4.430018079
13,238.7258933,150.42874,94.2692,68.72970767,179.8611244,182.8930299,0.330523846,-4.431044243
14,239.2261533,147.32399,94.18884333,69.41284762,177.9580444,184.2790829,0.327413363,-4.372108283
15,230.0364867,150.16503,87.37635667,63.46071545,176.7888489,170.0365206,0.339699052,-4.353545608
16,240.19237,146.3409467,92.60752667,70.48869432,177.6247544,186.7612716,0.324760469,-4.365549581
18,234.7173833,149.1366533,91.82229333,67.2275621,177.6635633,179.0931778,0.331992208,-4.364362057
19,233.8004167,148.4550533,92.72549333,67.66057226,176.9035078,180.0296404,0.3303881,-4.366601451
20,230.6832633,150.0130133,89.80934333,65.09406868,176.9030967,173.9467887,0.336118576,-4.357643753
21,234.07305,148.6683567,90.90108667,67.11149581,177.1365878,178.7590845,0.331806737,-4.362609231
22,238.8742033,147.23157,94.68505333,70.22243078,177.7791144,186.1567633,0.325479347,-4.363596841
23,234.3222,149.01201,93.84854667,68.10829886,177.44874,181.1487514,0.329858141,-4.373407145
25,234.75696,148.8424367,91.2462,66.27194454,177.4806111,176.8088039,0.333964207,-4.361841874
27,233.6189833,148.48101,91.53439333,66.53301538,176.8603344,177.3588609,0.33286354,-4.359437339
28,226.3506967,149.8784333,88.13771333,62.28996542,175.3691878,167.0871494,0.341204384,-4.288602101
29,227.9902633,149.4837167,89.09261667,63.84197739,175.6525656,170.8295866,0.337909582,-4.28888646
30,234.48869,146.0680133,92.14041333,67.56822921,175.5415722,179.6542679,0.329428564,-4.289922076
31,226.31812,149.79656,88.84316667,63.09757885,175.3037467,169.0147492,0.339312477,-4.289265069
32,228.8443367,148.9402767,91.50103667,65.30666672,175.5749633,174.3081756,0.334535847,-4.297628171
33,226.6424533,149.72106,87.82749333,62.66383916,175.3615244,167.982512,0.340346476,-4.287201432
34,225.64497,150.1658067,87.53288,61.80361807,175.3255278,165.9153666,0.342278752,-4.286578449
35,226.7647033,149.73497,88.64973667,63.03944736,175.4115478,168.8868132,0.339532787,-4.288924098
36,232.2932067,147.5937533,93.26042667,67.30548014,175.8269044,179.0677544,0.330261325,-4.299394594
37,226.4000067,149.82706,90.12925333,63.67176259,175.3513756,170.3916722,0.338047395,-4.292022009
38,230.99679,148.0090767,90.82491333,66.17302498,175.6716478,176.3732992,0.332667649,-4.287831413
39,231.4866233,147.8873767,92.31340667,66.7517381,175.7537922,177.7516983,0.331438726,-4.292762758
40,228.4190433,149.4422933,91.05369333,65.10022527,175.7678767,173.8387662,0.335162555,-4.296190421
41,227.9531233,149.32048,89.84615333,64.13627759,175.5313611,171.5187836,0.337143267,-4.293651296
42,229.0578967,148.8036733,89.23902333,64.65435181,175.5550811,172.7553097,0.335991351,-4.286684606
43,232.86047,147.4581333,93.02985333,67.93528727,175.9255789,180.5637428,0.328939275,-4.296494069
44,224.8410067,148.9353367,88.64855667,62.932821,174.2372267,168.5103533,0.338811376,-4.219318934
45,224.3700567,148.9471933,90.70756667,63.62987269,174.0881478,170.1584354,0.33709552,-4.223079899
46,226.3961067,148.0941267,89.92969333,64.05955479,174.1947867,171.1933965,0.336205013,-4.218369178
47,231.5622167,146.1236167,92.93975667,67.82550311,174.60315,180.1497999,0.328038803,-4.228557311
48,224.29143,148.9773867,88.02481,61.92438206,174.0820678,166.0804612,0.340994094,-4.217664908
49,224.2326633,149.1214267,89.50525333,63.02754473,174.1585056,168.7284892,0.338529765,-4.219464101
50,222.4574367,149.2508567,87.91301667,61.48338874,173.65305,164.9793678,0.341658057,-4.221335024
51,223.29002,149.3372767,89.78909667,62.75135611,173.9881911,168.0507568,0.339020917,-4.220965381
52,229.1562533,147.08963,90.70716667,65.61551957,174.4451711,174.9157215,0.332883765,-4.231380678
53,224.7934067,148.8124467,89.97553667,62.71361179,174.1394333,167.9761664,0.339232119,-4.222665026
54,222.15438,149.58844,88.24528333,61.10594111,173.7770867,164.085178,0.342628679,-4.216875304
55,223.80497,149.2651967,89.68463,62.99444148,174.1117878,168.6445362,0.338566802,-4.221207954
56,224.6002267,148.6467033,89.36443,63.20942766,173.9645444,169.1424984,0.337953093,-4.22225003
57,223.29093,149.3374967,89.78865,62.75141237,173.9886411,168.0509379,0.33902116,-4.22096978
58,222.4528233,147.54117,88.12876333,62.47087159,172.5117211,167.226912,0.338439082,-4.157856583
59,226.06679,145.8859367,89.67651333,64.57854626,172.6128878,172.2541892,0.333679675,-4.163342744
60,223.04829,147.45313,89.14447667,63.10498097,172.6515167,168.7547159,0.337095054,-4.155857008
61,222.1513867,147.8502733,87.16347333,61.52582242,172.6173111,164.9766449,0.340710603,-4.157153063
62,220.10817,148.44982,86.32689,59.72629717,172.3359367,160.6232147,0.344660746,-4.152287618
63,223.3631867,146.88782,89.57457667,63.03201793,172.3796089,168.5519228,0.337034164,-4.153303223
64,221.3449167,148.3397467,87.66395667,61.62461079,172.6748033,165.219218,0.340529505,-4.159466068
65,222.03656,147.77343,88.43510333,62.17392909,172.5278067,166.5189492,0.339138057,-4.151270099
66,220.08981,148.8216433,86.52211333,60.60305363,172.5776989,162.7576278,0.342817053,-4.15379909
67,224.1849133,146.7221,88.01977333,63.12935817,172.5430378,168.8012933,0.336947644,-4.153772538
68,220.8579767,148.47651,87.05342333,61.15953254,172.6036656,164.0968421,0.34154755,-4.155362783
69,200.5780067,148.81557,71.97811,47.78217999,166.0697156,130.8016334,0.368728189,-3.820840276
70,265.3339,155.0964433,123.6286,89.397419,191.8422622,232.1344697,0.298328701,-4.807219975
71,259.4516233,152.8794067,117.68892,85.55308509,188.4034789,222.9173654,0.302801443,-4.725645202
72,256.73197,153.2374067,114.5495733,83.22644326,187.7355944,217.5338247,0.306879257,-4.727310785
73,250.9431067,151.29776,108.6386267,79.35862999,184.5128756,208.2236884,0.311915846,-4.647848936
74,250.2669633,151.7177533,106.5874867,78.11852989,184.56749,205.3797973,0.314539569,-4.650133859
75,252.4134733,151.1862967,107.87821,79.61271819,184.9286889,208.8655961,0.311760236,-4.652198887
76,252.6931933,150.7476733,109.2190033,80.43483895,184.7295133,210.7205664,0.309883685,-4.651833636
77,250.2804667,151.7304133,106.5878533,78.1185708,184.5804311,205.3816719,0.314550879,-4.650127739
78,244.4639,151.1679333,102.0251733,74.11819061,182.2665889,195.8123881,0.320946899,-4.572085656
79,248.6852133,150.6853267,103.35242,76.4892381,183.3519556,201.4540717,0.316878536,-4.576534988
80,247.5579333,151.12008,101.9407667,75.43736047,183.2660311,199.0065504,0.319018515,-4.578460839
81,246.06372,151.0579,102.92281,75.35866633,182.7265067,198.7532365,0.318715193,-4.575361638
82,249.8443433,150.5430767,103.2302033,76.93670176,183.6434989,202.5274234,0.316195124,-4.580933986
83,247.18014,151.1082967,101.7892033,75.11762868,183.1322444,198.2470652,0.319577499,-4.574246399
84,246.5032333,150.85021,103.05165,75.62700901,182.7345511,199.3762337,0.318154957,-4.576592544
85,245.28779,151.6623133,101.21125,74.16403683,182.8708056,195.9963864,0.321370807,-4.575572284
86,242.8725633,149.9741867,99.88192667,73.2090037,180.9403122,193.5265351,0.321739986,-4.501477413
87,240.6236633,150.8111067,96.53159667,70.70245229,180.7486256,187.6411669,0.326977784,-4.49782949
88,243.4310767,149.9802433,99.39632333,73.36280481,181.1305211,193.908943,0.32157531,-4.501095419
89,242.75919,150.7593133,99.38778667,72.7097581,181.4259389,192.4235269,0.323230416,-4.501616136
90,240.7741767,151.0880633,95.37686333,70.14037651,180.9834344,186.3479904,0.328393143,-4.498569374
91,244.3985933,150.1493667,99.28721,73.54344744,181.5657756,194.3850401,0.321566005,-4.502609611
92,242.2970667,150.3000667,98.59855,72.21927151,180.9657333,191.2205677,0.323888788,-4.502303188
93,243.6834167,150.3173867,100.2451333,73.68887715,181.4393967,194.7074639,0.321145547,-4.50472058
94,241.3323833,151.50371,96.79468333,70.82836943,181.4466011,188.0202962,0.327295106,-4.500826144
95,243.0057633,149.9932633,100.18517,73.46254088,180.99743,194.124166,0.321245928,-4.501969651
96,217.9089433,147.4629467,82.99468667,58.43544413,170.9449456,157.3741841,0.346564456,-4.085393144
97,218.6139167,147.2210467,83.50653667,58.95772495,171.01867,158.6427734,0.345394294,-4.086793232
98,219.4196233,146.8172433,85.12739667,60.1910042,171.0180367,161.6127621,0.342499301,-4.089268537
99,219.6380333,146.7089667,85.56910333,60.69201679,171.0186556,162.8157427,0.341327503,-4.087386054
100,219.6378833,146.7857933,84.91815667,59.8875718,171.0698233,160.8882968,0.343252798,-4.083021378
101,219.05441,147.0616833,86.65070333,60.56479403,171.0592589,162.5145558,0.341658619,-4.086703458
102,219.6404733,146.7060367,85.56948333,60.69422558,171.0175156,162.8209264,0.341321393,-4.087365311
103,219.1772633,147.2798033,84.59545667,59.69207462,171.2456233,160.4349756,0.343854914,-4.091137239
104,219.6532767,146.71593,85.57509667,60.69695084,171.0283789,162.8285581,0.341324035,-4.087385399
105,221.9277267,145.7207667,86.47734333,62.01403319,171.1230867,165.9907337,0.338332029,-4.092314932
106,216.35021,146.55181,80.67655333,57.63546552,169.8179433,155.3332547,0.347549233,-4.018680599
107,215.4187067,147.03075,80.33413333,56.56520102,169.8267356,152.7378365,0.350104249,-4.023580168
108,215.4275767,147.04931,80.33431333,56.56102758,169.8420656,152.7290709,0.35012638,-4.023573104
109,214.48563,147.2802533,81.42847,56.65405377,169.6820456,152.9406973,0.349777175,-4.02030183
110,214.9368933,147.1191367,81.01531,57.02575657,169.7250556,153.8469715,0.3489253,-4.019349958
111,215.5825167,146.7433833,81.16503667,57.42173103,169.6897611,154.8037236,0.34795417,-4.021441174
112,217.7782933,145.9402267,82.42433,58.90695437,169.8862489,158.411479,0.34459064,-4.026402914
113,215.29382,146.8373167,81.12577,57.26274825,169.6561511,154.4153642,0.348305565,-4.016828073
114,210.11794,147.5518233,77.03986,53.61179674,168.4071956,145.4056137,0.356097188,-3.952947418
115,210.1333067,147.5594833,77.04091,53.61476837,168.4174244,145.4137474,0.356097879,-3.952948187
116,210.1113567,147.5533133,77.04244333,53.60972086,168.4059944,145.4004241,0.356101298,-3.952947414
117,211.5978033,146.8563667,77.86802333,54.25887031,168.4368456,146.9929121,0.354551903,-3.954892499
118,210.6086167,147.18579,78.67342333,54.55938317,168.3267322,147.7182796,0.353738542,-3.95125559
119,207.29642,147.42321,76.54564,52.4828027,167.3809467,142.5494689,0.358058845,-3.885965081
120,206.6276933,147.5610633,75.40202,51.31897586,167.24994,139.6713416,0.360815753,-3.889745896
69,203.04916,147.74278,67.99705667,47.3655421,166.17824,129.7674808,0.36985111,-3.754644886
70,170.4383233,128.88812,75.78844667,44.99938956,142.7381878,122.1607721,0.357360325,-3.535013969
71,191.4604567,122.26563,87.03091667,59.1391859,145.3305722,156.2265355,0.320837725,-3.568866388
72,195.4195567,120.5848267,89.63307333,62.9420705,145.5297367,165.033682,0.310996609,-3.573318594
73,181.46038,128.86338,81.74661333,51.54959505,146.3957133,138.4036548,0.342432027,-3.597106323
74,180.3017633,129.24159,79.12666,50.27770547,146.2616478,135.3268351,0.345793666,-3.600077259
75,183.0433133,127.9175167,76.89772,50.57720688,146.2927822,136.0526453,0.344999592,-3.607978708
76,178.4095567,129.5507367,72.60792,46.55528622,145.83701,126.2334346,0.355736855,-3.607177889
77,181.5361333,128.9442133,81.74624,51.54761043,146.4748533,138.4067411,0.342513649,-3.597113006
78,179.4356233,130.4051967,62.23043667,42.52081613,146.7486722,116.3270879,0.367883997,-3.641687601
79,174.4018767,132.7020133,62.53937333,39.22503644,146.6019678,108.0393842,0.37717379,-3.638446718
80,183.33176,129.56814,64.28292333,45.08267932,147.4893467,122.7419669,0.361298494,-3.647489739
81,177.0073167,130.94659,60.02950667,40.40911054,146.3001656,111.0070302,0.373539639,-3.638714851
82,168.34691,135.4453367,66.61537667,36.2751002,146.4125278,100.5234218,0.38557056,-3.622688454
83,177.9961967,131.15894,64.14112667,42.74852455,146.7713589,116.8965082,0.367257812,-3.628549906
84,180.25861,130.1384133,65.60119333,43.52786121,146.8451456,118.8412678,0.365117244,-3.63946138
85,182.5283233,129.2042167,66.52063333,45.81585775,146.9789189,124.5102448,0.358811674,-3.634736154
86,182.60144,130.88208,71.18852667,46.65499124,148.1218667,126.6660108,0.357475454,-3.651265104
87,183.7055233,130.44287,70.27009667,46.90216882,148.1970878,127.279185,0.356858203,-3.650653586
88,185.3683433,129.7676667,73.34013333,48.2764784,148.3012256,130.652354,0.353167819,-3.649338933
89,185.7602967,130.74161,71.78499333,47.06541509,149.0811722,127.7523047,0.357178137,-3.66464511
90,189.1609567,129.94456,78.56140333,49.44654271,149.6833589,133.6256231,0.351213005,-3.670438943
91,187.49176,130.0580667,75.68796,51.20483924,149.2026311,137.8454602,0.346019851,-3.654571836
92,187.5326067,130.06144,74.27752667,50.6315631,149.2184956,136.4604821,0.347583146,-3.658628436
93,187.5193333,130.04998,74.27775667,50.63078134,149.2064311,136.4574681,0.347574188,-3.658626475
94,186.2590567,130.7045933,71.06009667,48.67978491,149.2227478,131.716412,0.352886134,-3.667174496
95,185.1212267,130.6339233,72.89904,48.99712985,148.7963578,132.4529221,0.351639601,-3.652119549
96,192.36752,141.89644,76.01841333,48.8362094,158.7201333,132.8801096,0.360467072,-3.741564158
97,189.7601333,143.2311667,74.24849,46.49757374,158.7408222,127.0844097,0.366570334,-3.73537954
98,196.64396,140.3685133,77.55220667,51.58582605,159.1269956,139.6652415,0.353717214,-3.735188564
99,189.2050767,143.22139,75.57614333,46.96143192,158.5492856,128.2244973,0.365210685,-3.737678922
100,192.7568933,141.6960967,74.90784333,48.52169304,158.7163622,132.103182,0.361279602,-3.741662863
101,188.3873133,143.35472,74.19027333,46.08889679,158.3655844,126.0396476,0.367353706,-3.734713592
102,188.2934167,143.5311367,73.82168667,45.83632471,158.4518967,125.4157229,0.368082232,-3.734742441
103,192.9784933,141.76598,76.57918,49.35648812,158.8368178,134.1720539,0.359213945,-3.737652556
104,189.2964233,142.89449,72.50371667,45.86047575,158.3618011,125.469709,0.367950364,-3.733842328
105,192.4150733,142.5151067,74.38844333,47.72925385,159.1484289,130.1744784,0.363676025,-3.743618946
106,194.1668767,143.4961133,75.06408,48.55334358,160.3863678,132.3088596,0.362510281,-3.742568089
107,196.4365167,142.6275633,71.32078667,48.2037422,160.5638811,131.4561728,0.363547381,-3.748640728
108,196.2686167,142.7498567,75.42544333,49.73621222,160.5894433,135.2462491,0.359635596,-3.744405556
109,190.2564133,145.0722367,74.25404667,46.09802739,160.1336289,126.1856348,0.368666318,-3.744895811
110,190.813,144.1512233,73.22233667,46.17790682,159.7051489,126.3553877,0.368136804,-3.743954527
111,192.7196733,144.11716,73.17255667,47.04223026,160.3179978,128.5528996,0.366356345,-3.741267819
112,190.7759833,144.1263533,73.22144333,46.17262911,159.67623,126.3402046,0.368128771,-3.743965239
113,190.3494367,145.0503367,74.25007333,46.14039723,160.1500367,126.2925857,0.36856847,-3.744857429
114,193.33443,146.5229233,70.05076,45.1565363,162.1267589,123.9608325,0.37256799,-3.746293385
115,196.9457933,145.1184933,75.35645333,49.11897904,162.39426,133.8607623,0.362617515,-3.748630913
116,192.6827533,146.5255167,71.34568,45.32983825,161.9112622,124.3818986,0.371964951,-3.750775519
117,193.3127133,146.5057167,70.04995,45.1547319,162.1080489,123.9550847,0.372559192,-3.746293189
118,196.38843,145.5596567,72.56486667,47.50509531,162.5025811,129.861006,0.36681134,-3.751320051
119,198.81327,146.9487967,70.79956333,47.33415894,164.2369544,129.5561667,0.368527187,-3.751222973
120,191.7552667,148.38885,68.25043667,42.86387564,162.8443222,118.219086,0.37900603,-3.749259138
1,183.47346,143.0730133,63.60968,40.18048275,156.5398289,111.0408326,0.38177574,-3.551560674
2,177.2163067,137.1261033,50.16636,34.68776188,150.4895044,96.6382607,0.392973421,-3.383361341
3,176.3524567,137.56127,47.81061,33.17460709,150.4916656,92.71134554,0.397323942,-3.389404711
4,173.4848067,138.9007733,47.41836,31.09722524,150.4287844,87.27755669,0.403301356,-3.382547377
5,176.1273333,137.3993433,47.37216,32.8108108,150.3086733,91.75597589,0.398258282,-3.384911899
6,175.5315233,137.2144667,46.07740667,32.03879195,149.9868189,89.72746013,0.400294061,-3.373004609
7,175.7744233,138.01024,50.13069333,33.59342301,150.5983011,93.80532953,0.396185937,-3.387502921
8,173.7852967,138.1850467,46.15481333,30.8170372,150.0517967,86.52755093,0.403891464,-3.378401904
9,175.7074067,137.7898867,46.78809333,32.50619997,150.42906,90.96630043,0.399214619,-3.388480381
10,171.6603533,139.97354,44.63844,28.69969265,150.5358111,80.9544175,0.410370809,-3.386077927
11,173.55105,138.30336,45.70621333,30.65419969,150.05259,86.09951733,0.404367398,-3.379778711
12,175.40598,137.8671133,46.85514667,32.10905816,150.3800689,89.92680292,0.400333863,-3.382266497
13,175.4274933,137.8955767,49.67475,33.28213163,150.4062156,92.9875806,0.39695951,-3.382256878
14,178.15824,138.3324367,48.31672333,33.72037787,151.6077044,94.17876312,0.396466604,-3.427969443
15,175.6929467,139.24108,46.36708,31.47315469,151.3917022,88.3004709,0.402790279,-3.410896261
16,178.68506,138.5535167,48.0041,33.80350763,151.9306978,94.4087619,0.396434401,-3.432047779
17,178.30974,138.5658567,50.94322667,34.05476733,151.8138178,95.05662397,0.395643421,-3.429461416
18,178.1559533,138.32839,48.31672667,33.72101137,151.6042444,94.18026197,0.396462593,-3.427970167
19,178.4237733,138.1482767,48.37161,34.0057635,151.5734422,94.91888522,0.39562938,-3.420181624
20,176.4478967,139.3016467,49.42382333,32.45137809,151.68373,90.87360261,0.400150132,-3.436140163
21,176.0066533,139.4892967,46.87114,32.08175139,151.6617489,89.90584638,0.401199163,-3.420555627
22,177.3034867,139.1287233,47.27276667,32.79510379,151.8536444,91.77833561,0.39926887,-3.423768798
23,178.3371533,138.1228833,48.22792,33.81320938,151.52764,94.41664171,0.396150254,-3.417266241
24,176.0940767,139.53964,46.76850667,32.07325274,151.7244522,89.88604431,0.401261747,-3.427415421
25,178.30055,138.5629333,50.94284333,34.05235529,151.8088056,95.05014132,0.395647093,-3.429459674
26,175.8535333,140.0197067,46.90475667,31.50705709,151.9643156,88.41102782,0.40303532,-3.427024868
27,175.9304367,139.55566,48.38342,32.51404905,151.6805856,91.03727095,0.399968223,-3.420311089
28,186.8162767,135.6561967,62.95786333,43.77366555,152.7095567,119.8677696,0.369176743,-3.478556988
29,181.40755,138.4263467,57.28787667,38.56912883,152.7534144,106.7249604,0.383554201,-3.457793056
30,185.88081,135.9112,59.44373667,41.9483867,152.5677367,115.2797952,0.374067089,-3.478145493
31,180.6338333,138.5222167,58.24511333,38.50373874,152.5594222,106.5475423,0.383599954,-3.466814063
32,187.7504767,135.01,59.87866333,43.0753172,152.5901589,118.1118544,0.370992276,-3.472642422
33,182.2571867,137.42597,59.88176667,40.28816322,152.3697089,111.0747132,0.378503068,-3.467456923
34,183.7118233,136.88625,60.76067333,41.33702052,152.4947744,113.7343405,0.375695915,-3.468793472
35,181.4355367,137.8232367,59.48087,39.58830849,152.36067,109.29848,0.380438874,-3.466893603
36,182.71173,137.21284,59.61716,40.44341193,152.3791367,111.4685038,0.378079871,-3.463290804
37,185.2675867,136.1155267,62.09576,42.72222981,152.4995467,117.2203913,0.371889902,-3.4729727
38,183.8076133,136.7201667,58.14525,40.41988857,152.4159822,111.4111245,0.378172089,-3.459052686
39,187.1640833,135.08204,61.15532,43.36612959,152.4427211,118.8303083,0.370082014,-3.468893956
40,188.2863,134.80748,62.75770333,44.47085306,152.6337533,121.6026475,0.367217392,-3.480337096
41,184.18823,136.32544,60.18743667,41.55089233,152.2797033,114.2603538,0.374944645,-3.46952698
42,182.64045,137.2468867,60.26446,40.62542897,152.3780744,111.929164,0.377575165,-3.466717548
43,183.1632733,137.4569633,58.97803667,40.01251843,152.6924,110.3947044,0.379502075,-3.470736503
44,182.1297267,140.9515433,62.53143333,40.07187253,154.6776044,110.6595372,0.380763241,-3.502689242
